round,poll_period,character,rank,rank_prev,points,primary_num,comment_num,official_support_count,score_source,source_path
18,2022-09-17—2022-09-24,コンガラ,144,142,163,12,36,5,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,毛玉,145,139,162,7,35,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,雲山,146,139,156,10,39,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,マイ,147,145,155,9,29,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,エリス,148,144,152,8,34,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,カワウソ霊,148,148,152,6,49,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,エレン,150,141,151,14,27,3,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,エリー,151,146,150,6,32,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,影華扇（断善修悪の怪腕 - 茨木童子の腕）,152,149,139,2,32,2,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,ユキ,153,146,137,13,34,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,大ナマズ,154,150,135,11,30,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,るーこと,155,151,133,13,35,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,里香,156,155,125,10,37,9,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,蓬莱人形レーベルイラストの娘,157,154,124,2,26,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,レイラ・プリズムリバー,158,158,123,9,21,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,明羅,159,157,109,10,27,3,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,朝倉 理香子,160,161,101,10,27,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,核熱造神ヒソウテンソク,161,162,96,7,18,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,UFO（赤・青・緑、その他）,162,152,94,3,29,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,なめえもん,163,170,91,5,29,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,旧作名無し中ボス,163,156,91,11,18,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,ユウゲンマガン,165,162,85,7,18,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,シンギョク,166,166,78,11,14,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,ツチノコ,166,168,78,2,23,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,玄爺,168,160,77,4,20,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,カラス（地獄鴉、紫・文の使い魔 他）,169,173,76,6,15,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,ヤマネ,170,198,69,28,7,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,ミミちゃん,171,169,67,5,16,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,嫦娥,172,164,66,,29,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,オレンジ,173,166,62,6,12,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,都市伝説の怪異（お菊さん、八尺さま 他）,174,184,61,1,19,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,妖精（メイド妖精・ひまわり妖精 他）,175,159,57,3,16,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,キクリ,176,175,53,7,15,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,オオカミ霊,177,176,50,6,13,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,華扇の動物（久米、竿打、雷獣、彭祖、人面犬 他）,178,176,49,2,11,2,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,チュパカブラ,179,171,47,2,10,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,河童（山童含む）,180,179,42,1,8,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,サラ,181,174,41,4,10,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,兎（玉兎、永遠亭の妖怪兎 他）,181,179,41,,15,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,オオワシ霊,183,172,40,1,12,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,里の人間（文花帖、求聞史紀、鈴奈庵などで登場した人間）,183,179,40,2,12,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,龍（子龍、邪龍 他）,185,178,36,,10,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,ケセランパサラン,186,186,34,,3,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,岩笠,187,187,29,3,7,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,狐（妖怪狐、狐の子他）,187,182,29,,3,1,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,酒虫,189,182,27,1,9,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,万歳楽,190,189,26,2,5,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,ホフゴブリン,191,185,25,1,8,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,天狗（香霖堂の天狗、大天狗 他）,191,188,25,2,3,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,命蓮,193,189,21,,5,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,神降ろしの神霊（天照、伊豆能売 他）,194,192,20,1,3,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,木花咲耶姫,195,191,18,,5,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,毘沙門天,195,198,18,2,4,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,仙台四郎（福の神）,197,198,17,,5,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,ウワバミ,198,197,15,,2,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,狸（化け狸、野鉄砲他）,198,202,15,,4,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,幽霊（怨霊、神霊、化け化け含む）,200,193,13,1,4,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,塩屋敷の旦那,201,194,12,1,2,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,月の都の門番,202,194,10,2,1,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,沓頬,202,206,10,2,1,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,運松,204,194,9,1,2,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,小鈴の両親,205,198,8,,1,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,水江浦島子,206,204,7,,2,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,煙々羅,207,205,6,,1,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
18,2022-09-17—2022-09-24,座敷童,208,203,5,,3,,modern_official_aggregate_json,data_raw/jp_official/round_18/aggregate/character.json
19,2023-09-17—2023-09-30,霧雨 魔理沙,1,2,17612,3494,3721,43,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,博麗 霊夢,2,3,16497,3066,3357,44,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,フランドール・スカーレット,3,1,16343,3872,3700,27,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,古明地 こいし,4,6,14150,2801,3007,42,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,魂魄 妖夢,5,4,13751,3189,2820,19,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,十六夜 咲夜,6,5,13173,2407,2825,38,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,レミリア・スカーレット,7,7,12575,2104,2750,17,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,藤原 妹紅,8,8,8748,1532,1730,11,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,古明地 さとり,9,9,8629,1136,1666,12,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,西行寺 幽々子,10,10,7224,1025,1442,8,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,アリス・マーガトロイド,11,11,6774,1019,1179,11,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,東風谷 早苗,12,14,6535,1025,1223,5,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,射命丸 文,13,12,6429,995,1131,19,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,鈴仙・優曇華院・イナバ,14,13,6194,769,1186,7,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,チルノ,15,15,5981,971,1520,26,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,八雲 紫,16,16,5552,692,1088,6,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,比那名居 天子,17,18,5139,803,918,17,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,パチュリー・ノーレッジ,18,19,5061,664,916,5,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,ルーミア,19,17,4933,738,1195,25,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,洩矢 諏訪子,20,20,4749,706,995,11,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,秦 こころ,21,21,4660,675,904,3,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,多々良 小傘,22,25,4403,605,842,16,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,紅 美鈴,23,22,4335,576,924,11,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,八雲 藍,24,34,4064,529,830,10,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,四季映姫・ヤマザナドゥ,25,23,3815,479,728,11,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,風見 幽香,26,26,3813,486,734,9,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,犬走 椛,27,24,3517,521,717,11,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,純狐,28,28,3483,411,721,11,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,饕餮尤魔,29,53,3466,322,780,15,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,伊吹 萃香,30,31,3451,427,650,6,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,豊聡耳 神子,31,27,3257,530,644,6,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,依神紫苑,32,30,3175,381,657,3,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,霊烏路 空,33,36,3162,453,597,6,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,蓬莱山 輝夜,34,40,2966,335,512,4,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,鬼人 正邪,35,32,2953,457,614,5,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,稀神 サグメ,36,33,2920,359,532,2,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,水橋 パルスィ,37,38,2844,430,569,9,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
19,2023-09-17—2023-09-30,ヘカーティア・ラピスラズリ,38,29,2830,298,595,4,modern_official_aggregate_json,data_raw/jp_official/round_19/aggregate/character.json
